PhraseId,SentenceId,Phrase,Sentiment,Tokens,Sentiment_Words
84467,4369,"An amateurish , quasi-improvised acting exercise shot on ugly digital video .",0,"['amateurish', 'quasiimprovised', 'acting', 'exercise', 'shot', 'ugly', 'digital', 'video']","['amateurish', 'acting', 'exercise', 'shot', 'ugly', 'digital', 'video']"
82816,4277,"To paraphrase a line from another Dickens ' novel , Nicholas Nickleby is too much like a fragment of an underdone potato .",0,"['paraphrase', 'line', 'another', 'dickens', 'novel', 'nicholas', 'nickleby', 'much', 'like', 'fragment', 'underdone', 'potato']","['paraphrase', 'line', 'another', 'novel', 'much', 'like', 'fragment', 'underdone', 'potato']"
96082,5019,A major waste ... generic .,0,"['major', 'waste', 'generic']","['major', 'waste', 'generic']"
50078,2460,It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .,0,"['bad', 'action', 'movie', 'rooting', 'interest', 'spectacle', 'grotesque', 'boring']","['bad', 'action', 'movie', 'rooting', 'interest', 'spectacle', 'grotesque', 'boring']"
144098,7821,The most repugnant adaptation,0,"['repugnant', 'adaptation']","['repugnant', 'adaptation']"
62801,3178,"The problem is that for the most part , the film is deadly dull .",0,"['problem', 'part', 'film', 'deadly', 'dull']","['problem', 'part', 'film', 'deadly', 'dull']"
29142,1349,"This is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least .",0,"['movie', 'filled', 'unlikable', 'spiteful', 'idiots', 'whether', 'friendship', 'salvaged', 'makes', 'difference', 'least']","['movie', 'filled', 'unlikable', 'spiteful', 'idiots', 'whether', 'friendship', 'salvaged', 'makes', 'difference', 'least']"
849,32,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0,"['hampered', 'paralyzed', 'selfindulgent', 'script', 'aims', 'poetry', 'ends', 'sounding', 'like', 'satire']","['hampered', 'paralyzed', 'script', 'aims', 'poetry', 'ends', 'sounding', 'like', 'satire']"
65485,3317,"The movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director Michel Gondry restate it to the point of ridiculousness .",0,"['movie', 'ultimate', 'point', 'everyone', 'trite', 'screenwriter', 'director', 'michel', 'gondry', 'restate', 'point', 'ridiculousness']","['movie', 'ultimate', 'point', 'everyone', 'trite', 'screenwriter', 'director', 'restate', 'point', 'ridiculousness']"
112843,5992,You have no affinity for most of the characters .,0,"['affinity', 'characters']","['affinity', 'characters']"
4666,178,Horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .,0,"['horrendously', 'amateurish', 'filmmaking', 'plainly', 'dull', 'visually', 'ugly', 'nt', 'incomprehensible']","['horrendously', 'amateurish', 'filmmaking', 'plainly', 'dull', 'visually', 'ugly', 'incomprehensible']"
104501,5515,The picture emerges as a surprisingly anemic disappointment .,0,"['picture', 'emerges', 'surprisingly', 'anemic', 'disappointment']","['picture', 'emerges', 'surprisingly', 'anemic', 'disappointment']"
147390,8020,"The film 's lack of personality permeates all its aspects -- from the TV movie-esque , affected child acting to the dullest Irish pub scenes ever filmed .",0,"['film', 'lack', 'personality', 'permeates', 'aspects', 'tv', 'movieesque', 'affected', 'child', 'acting', 'dullest', 'irish', 'pub', 'scenes', 'ever', 'filmed']","['film', 'lack', 'personality', 'permeates', 'aspects', 'affected', 'child', 'acting', 'dullest', 'pub', 'scenes', 'ever', 'filmed']"
67018,3402,"Like the Tuck family themselves , this movie just goes on and on and on and on",0,"['like', 'tuck', 'family', 'movie', 'goes']","['like', 'tuck', 'family', 'movie', 'goes']"
29759,1379,There is nothing redeeming about this movie .,0,"['nothing', 'redeeming', 'movie']","['nothing', 'redeeming', 'movie']"
80164,4130,An incoherent jumble of a film that 's rarely as entertaining as it could have been .,0,"['incoherent', 'jumble', 'film', 'rarely', 'entertaining', 'could']","['incoherent', 'jumble', 'film', 'rarely', 'entertaining', 'could']"
52477,2597,Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?,0,"['would', 'benigni', 'italian', 'pinocchio', 'easier', 'sit', 'hastily', 'dubbed', 'disaster']","['would', 'easier', 'sit', 'hastily', 'dubbed', 'disaster']"
54036,2685,"The characters ... are paper-thin , and their personalities undergo radical changes when it suits the script .",0,"['characters', 'paperthin', 'personalities', 'undergo', 'radical', 'changes', 'suits', 'script']","['characters', 'personalities', 'undergo', 'radical', 'changes', 'suits', 'script']"
120044,6421,"Totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are The Greatest Musicians of All Time .",0,"['totally', 'overwrought', 'deeply', 'biased', 'wholly', 'designed', 'make', 'feel', 'guilty', 'ignoring', 'filmmakers', 'clearly', 'believe', 'greatest', 'musicians', 'time']","['totally', 'overwrought', 'deeply', 'biased', 'wholly', 'designed', 'make', 'feel', 'guilty', 'ignoring', 'filmmakers', 'clearly', 'believe', 'greatest', 'musicians', 'time']"
126691,6812,"Very much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all .",0,"['much', 'home', 'video', 'devoid', 'artifice', 'purpose', 'appears', 'edited']","['much', 'home', 'video', 'devoid', 'artifice', 'purpose', 'appears', 'edited']"
69174,3515,The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .,0,"['sinister', 'inspiration', 'fuelled', 'devito', 'early', 'work', 'confused', 'death', 'smoochy', 'something', 'ugly', 'mindless']","['sinister', 'inspiration', 'fuelled', 'early', 'work', 'confused', 'death', 'something', 'ugly', 'mindless']"
61927,3132,There are many definitions of ` time waster ' but this movie must surely be one of them .,0,"['many', 'definitions', 'time', 'waster', 'movie', 'must', 'surely', 'one']","['many', 'definitions', 'time', 'waster', 'movie', 'must', 'surely', 'one']"
54507,2709,You 'll find yourself wishing that you and they were in another movie .,0,"['find', 'wishing', 'another', 'movie']","['find', 'wishing', 'another', 'movie']"
94675,4941,The cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,0,"['cumulative', 'effect', 'watching', '65minute', 'trifle', 'rather', 'like', 'trapped', 'weird', 'relative', 'trots', 'video', 'took', 'family', 'vacation', 'stonehenge']","['cumulative', 'effect', 'watching', 'trifle', 'rather', 'like', 'trapped', 'weird', 'relative', 'trots', 'video', 'took', 'family', 'vacation']"
119904,6413,This is not one of the movies you 'd want to watch if you only had a week to live .,0,"['one', 'movies', 'want', 'watch', 'week', 'live']","['one', 'movies', 'want', 'watch', 'week', 'live']"
67413,3422,Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,0,"['derailed', 'bad', 'writing', 'possibly', 'also', 'extensive', 'postproduction', 'reworking', 'aim', 'film', 'young', 'males', 'throes', 'first', 'full', 'flush', 'testosterone']","['derailed', 'bad', 'writing', 'possibly', 'also', 'extensive', 'postproduction', 'reworking', 'aim', 'film', 'young', 'males', 'throes', 'first', 'full', 'flush', 'testosterone']"
147921,8050,"If you enjoy being rewarded by a script that assumes you are n't very bright , then Blood Work is for you .",0,"['enjoy', 'rewarded', 'script', 'assumes', 'nt', 'bright', 'blood', 'work']","['enjoy', 'rewarded', 'script', 'assumes', 'bright', 'blood', 'work']"
151662,8274,"Boy , has this franchise ever run out of gas .",0,"['boy', 'franchise', 'ever', 'run', 'gas']","['boy', 'franchise', 'ever', 'run', 'gas']"
16508,710,"Even a hardened voyeur would require the patience of Job to get through this interminable , shapeless documentary about the swinging subculture .",0,"['even', 'hardened', 'voyeur', 'would', 'require', 'patience', 'job', 'get', 'interminable', 'shapeless', 'documentary', 'swinging', 'subculture']","['even', 'hardened', 'voyeur', 'would', 'require', 'patience', 'job', 'get', 'interminable', 'shapeless', 'documentary', 'swinging', 'subculture']"
32062,1501,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .,0,"['kirshner', 'monroe', 'seem', 'contest', 'see', 'outbadact']","['seem', 'contest', 'see']"
110394,5848,You 'll trudge out of the theater feeling as though you rode the Zipper after eating a corn dog and an extra-large cotton candy .,0,"['trudge', 'theater', 'feeling', 'though', 'rode', 'zipper', 'eating', 'corn', 'dog', 'extralarge', 'cotton', 'candy']","['trudge', 'theater', 'feeling', 'though', 'rode', 'zipper', 'eating', 'corn', 'dog', 'cotton', 'candy']"
101094,5313,The problem with ANTWONE FISHER is that it has a screenplay written by Antwone Fisher based on the book by Antwone Fisher .,0,"['problem', 'antwone', 'fisher', 'screenplay', 'written', 'antwone', 'fisher', 'based', 'book', 'antwone', 'fisher']","['problem', 'fisher', 'screenplay', 'written', 'fisher', 'based', 'book', 'fisher']"
111638,5925,You 'll just have your head in your hands wondering why Lee 's character did n't just go to a bank manager and save everyone the misery .,0,"['head', 'hands', 'wondering', 'lee', 'character', 'nt', 'go', 'bank', 'manager', 'save', 'everyone', 'misery']","['head', 'hands', 'wondering', 'lee', 'character', 'go', 'bank', 'manager', 'save', 'everyone', 'misery']"
129609,6971,Devoid of any of the qualities that made the first film so special .,0,"['devoid', 'qualities', 'made', 'first', 'film', 'special']","['devoid', 'qualities', 'made', 'first', 'film', 'special']"
29582,1371,An annoying orgy of excess and exploitation that has no point and goes nowhere .,0,"['annoying', 'orgy', 'excess', 'exploitation', 'point', 'goes', 'nowhere']","['annoying', 'orgy', 'excess', 'exploitation', 'point', 'goes', 'nowhere']"
52244,2581,"The effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",0,"['effort', 'sincere', 'results', 'honest', 'film', 'bleak', 'hardly', 'watchable']","['effort', 'sincere', 'results', 'honest', 'film', 'bleak', 'hardly']"
96724,5052,"It looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such .",0,"['looks', 'like', 'action', 'movie', 'poorly', 'made', 'levels', 'nt', 'even', 'qualify', 'spoof']","['looks', 'like', 'action', 'movie', 'poorly', 'made', 'levels', 'even', 'qualify', 'spoof']"
140888,7642,"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",0,"['94minute', 'travesty', 'unparalleled', 'proportions', 'writerdirector', 'parker', 'seems', 'go', 'way', 'turn', 'legendary', 'wit', 'classic', 'mistaken', 'identity', 'farce', 'brutally', 'labored', 'unfunny', 'hokum']","['travesty', 'unparalleled', 'proportions', 'seems', 'go', 'way', 'turn', 'legendary', 'wit', 'classic', 'mistaken', 'identity', 'farce', 'brutally', 'labored', 'unfunny', 'hokum']"
54716,2723,We do n't get paid enough to sit through crap like this .,0,"['nt', 'get', 'paid', 'enough', 'sit', 'crap', 'like']","['get', 'paid', 'enough', 'sit', 'crap', 'like']"
58846,2967,is a mess .,0,['mess'],['mess']
2473,95,Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .,0,"['scarcely', 'worth', 'mention', 'apart', 'reporting', 'number', 'tumbleweeds', 'blowing', 'empty', 'theatres', 'graced', 'company']","['scarcely', 'worth', 'mention', 'apart', 'reporting', 'number', 'tumbleweeds', 'blowing', 'empty', 'theatres', 'graced', 'company']"
72454,3703,"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop .",0,"['boring', 'pretentious', 'muddle', 'uses', 'sensational', 'reallife', '19thcentury', 'crime', 'metaphor', 'well', 'exactly', 'sure', 'dramatic', 'weight', 'raindrop']","['boring', 'pretentious', 'muddle', 'uses', 'sensational', 'crime', 'metaphor', 'well', 'exactly', 'sure', 'dramatic', 'weight', 'raindrop']"
149819,8158,"The story of Trouble Every Day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult .",0,"['story', 'trouble', 'every', 'day', 'sketchy', 'amounts', 'little', 'preliminary', 'notes', 'sciencefiction', 'horror', 'film', 'movie', 'fragmentary', 'narrative', 'style', 'makes', 'piecing', 'story', 'together', 'frustrating', 'difficult']","['story', 'trouble', 'every', 'day', 'sketchy', 'amounts', 'little', 'preliminary', 'notes', 'horror', 'film', 'movie', 'fragmentary', 'narrative', 'style', 'makes', 'piecing', 'story', 'together', 'frustrating', 'difficult']"
55435,2767,Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .,0,"['poor', 'ben', 'bratt', 'could', 'nt', 'find', 'stardom', 'mapquest', 'emailed', 'pointtopoint', 'driving', 'directions']","['poor', 'could', 'find', 'stardom', 'emailed', 'driving', 'directions']"
94887,4952,"-LRB- Creates -RRB- the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .",0,"['lrb', 'creates', 'rrb', 'worst', 'kind', 'mythologizing', 'kind', 'sacrifices', 'real', 'heroism', 'abject', 'suffering', 'melodrama']","['creates', 'worst', 'kind', 'mythologizing', 'kind', 'sacrifices', 'real', 'heroism', 'abject', 'suffering', 'melodrama']"
105972,5595,Banal and predictable .,0,"['banal', 'predictable']","['banal', 'predictable']"
82179,4241,"Bread , My Sweet has so many flaws it would be easy for critics to shred it .",0,"['bread', 'sweet', 'many', 'flaws', 'would', 'easy', 'critics', 'shred']","['bread', 'sweet', 'many', 'flaws', 'would', 'easy', 'critics', 'shred']"
105517,5572,"A sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices .",0,"['sleepinducingly', 'slowpaced', 'crime', 'drama', 'clumsy', 'dialogue', 'heavyhanded', 'phoneyfeeling', 'sentiment', 'overlyfamiliar', 'set', 'plot', 'devices']","['crime', 'drama', 'clumsy', 'dialogue', 'sentiment', 'set', 'plot', 'devices']"
